ИНН,Организация
7671446958,Гусев Митрофан Алексеевич
6764089906,"ООО ""Стратегион"""
6758016924,"ПО ""Содействие"""
6758398977,"ООО ""ЕКАТЕРИНБУРГ КЛИМАТ СЕРВИС"""
676300699709,"ООО ""УК ""Чкаловская"""
7673169709,"ООО ""ТК""Траст"""
7671119975,МАДОУ - детский сад комбинированного вида № 553
762706602862,"ООО ""Немезида инвест"""
7672154884,Гусейнов Дилавар Яхьябала_оглы
7660125230,"ООО ""ЕКБ-ТЕХНО"""
7674094180,Гусейнов Сахават Гарар_Оглы
7674352112,"ООО ""ЭнергоРемТранс"""
6752019970,"ТСЖ ""Онежский"""
7673230432,"ООО ""АйЛенд"""
6761054479,Гусельникова Маша Варламовна
7687034030,"ООО ""РЗА-Сервис"""
7673226975,"ООО ""ПГС"""
7670409400,"ООО ""Атлантис-Керамика"""
7626011680,"ЗАО ""НПП ""ПРОМТЕХМАШ"""
7673220346,"ООО ""УК ""ФинКлуб"""
6604013518,"ООО ""Промтехмаш XIX век"""
7611005645,"ООО ""НПТ"""
676200077990,ООО Новые медицинские технологии
7627029702,"ЗАО НПО ""Промтехмаш"""
766006801179,"ООО ""Дамюс"""
7624007449,"ООО ""ПКП ""Знак - Екатеринбург"""
6758200641,"ООО ""ЭДА"""
7678011708,"ЗАО ""Элит-Трейд"""
7627001270,"ООО СК ""УралСантехСервис"""
7670280883,МБДОУ - детский сад комбинированного вида № 102
6758405279,МАДОУ- детский сад № 416
7670197392,"ООО ""ГазТрансЛизинг"""
7671308394,"ООО ""УКМ"""
6606032756,"ООО ""КуПиТул"""
7639005973,"ООО ""Олимп"""
7674194870,"ООО СК ""Уралжелдорстрой"""
7674378488,"ООО ""ПрофСтройМонтаж"""
7686004705,"ООО ТД ""Уралхимснаб"""
7673237269,"ООО ""ТК Дисконт"""
7646011590,"ЗАО ""Компьютерная техника и технология"""
7679025398,"ООО ""Открытый Мир"""
7673246440,МБДОУ- детский сад комбинированного вида № 29
7670253752,"ООО ""Фонд Мира Групп"""
7670299235,"ООО ""АнКаДа"""
7670399208,Давыдова Алевтина Варламовна
7687007598,"ООО Закусочная ""У Афгана"""
744406606980,"ООО ""УРАЛАВТОГРУЗ"""
766008243515,Дайбов Аристофан Анатольевич
7679017012,"ООО ""Энергосервис"""
7646007795,"ГКУСО ""Автохозяйство ПСО"""
7687045770,"ООО ""АНСЭП-Центр"""
7646013911,"ООО ""Уралинвест"""
7646011764,"ООО ""Альбатрос"""
7671314743,"ООО ""Уралфинансстрой"""
7672183927,"ООО ЧОП ""Дельта-СБ"""
675901732998,"ООО ""Полюд-С"""
431700767543,"ЗАО ""ПКП ""УРАЛСАНТЕХМОНТАЖ"""
7448167894,МБОУ Сеш № 117
745308296075,"ООО ""Евро-Азиатская ЮК"""
6608002443,"ЗАО ""Евро-Азиатская Холдинговая Компания"""
7672313446,"ОАО ""Гранд Авеню Отель"""
6758211682,"ЗАО ""Гостиница СитиОтель"""
7671144386,"ЗАО ""Премьер-Отель"""
7674111149,"ЗАО ""Трасса"""
6758442739,"ЗАО ""Интенсивник"""
7672187015,"ЗАО ""ЭрМ"""
7672208730,"ЗАО ""Отель Екатеринбург-Центральный"""
6758204251,"ООО ""ОБГ"""
7672325226,"ГКОУ СО ""Екатеринбургский детский дом № 5"""
7687024339,"ООО ""Стандарт96"""
7685994104,"ООО ""ЕСК"""
7672310575,"ООО ""СтройДекор"""
660606918273,"ООО СК ""Гарант"""
7670157801,Данилова Маргарет Алексеевна
7671417082,"ООО ""Р4.РУ"""
6608001048,"ЗАО ""Приоритет"""
7670227025,"ООО ""Деловая недвижимость"""
6758217052,"ООО ""Недвижимость для бизнеса"""
6758345615,"ЗАО ""Универсальная Сервисная Компания"""
7670416277,"ООО ""Гранд"""
7660131441,"ООО ""РЕНТАЛКОМ"""
7423023844,"ООО ""Монтэл"""
7674233443,Дачкин Митрофан Степанович
6762112290,"ООО ""Монтаж ТЭО"""
6758111222,"ООО ""Доместа"""
6761074066,"ООО ""Аптечная сеть ""Лекарь"""
6763032216,"ООО ""Уральский Лекарь"""
660400004156,"ООО ""Твинстар"""
6604029123,"ООО ""Профи-плюс"""
676103194071,"ООО ""ЕЛТБ"""
7670164679,"ООО ""Екатеринбургская фармацевтическая компания"""
6764039768,"ООО ""Желдорэкспедиция-Урал"""
7670094887,"ООО ""Издательство ""Надзор"""
675200062551,"ЗАО ""СОКОЛ"""
7671254220,"ООО ""Электроснабжение"""
676200053439,"ОАО ""Уральская горно-металлургическая компания"", ""УГМК"""
676200164724,"ООО ""УГМК-Холдинг"""
6758356381,"ООО ""Оферта-аудит"""
5920020021,"НП УПО ""Экспресс УрГУПС"""
7670141625,Долматова Магдалена Владиславовна
6752018768,Дегтяренко Алексей Асланбекович
6758083470,"ООО ""ССД"""
7672175822,"ООО ""РМК-НЕДВИЖИМОСТЬ"""
7672205313,"ООО ""Элемент"""
7670393284,"ООО ""ОКМА"""
7672322151,"ООО ""СРЕДУРАЛЖИЛСТРОЙ"""
7672357242,"ООО ""Средуралжилстрой 1"""
6758243821,"ООО ""Ачел"""
6758259660,Дуева Юлия Алексеевна
6758282309,"ТСЖ ""Ясный-2"""
7673220191,"ООО ""Атон Строй"""
7670297768,"ООО Универсам ""Кедр"""
7660001308,Дембинский Алексей Станиславович
7670300096,МБОУ Сеш № 171
6758239335,Деменева Магдалена Васильевна
7671151778,"ООО ""Эко-Сервис"""
7673141570,"""Уральский ипотечный кооператив"""
7672301190,"ООО ПО ""Молот"""
7660128086,"ООО ""Иртыш"""
6759191911,"ООО ""Агентство по антикризисному управлению"""
7660126498,Дементьева Мария Алексеевна
7679017982,"ОАО ""МегаФон"""
6606006315,"ООО ""РубиКом"""
7670059000,"ОО ""Федерация хоккея Свердловской области"""
6606010093,"НП ""МКС УЗС"""
6758300886,"ООО ""Три Десятки"""
7660045538,"ООО ""Вектор-Д"""
7674317728,Деменьшина Маша Андруевна
6764070197,"ООО  ""Машсервис"""
7679031120,"ООО ""Техносфера"""
6759115766,"ООО ""Компания Полюс Урал"""
7670303280,"АО ""ГРАНУЛА"""
7670005157,"ЗАО ""Гранула"""
676100167168,"ООО ТД ""АРКАДА"""
6758280140,"ООО ""АМЕТИСТ"""
7671242070,"ООО ""РБК-Сервис"""
7683004898,ГБУК СО НПЦ
7670340613,"АНО ""ХК ""Автомобилист"" г. Екатеринбург"""
7670324548,"ООО ""Дорожный консалтинг"""
6761082726,"ООО ""ПТМ ЭНЕРГО"""
7672138201,"ООО ""Лесстройкомплект"""
676200358776,"ООО ""Вега-Групп"""
6758299091,"ООО ""Альфа-Авто"""
767004231528,МБОУ Сеш № 129
6759127730,"МБОУ ДОД ДЮЦ ""Калейдоскоп"""
7674191810,Демина Алевтина Геннадьевна
7671293846,"ЗАО ""Торговая компания СВ-2000"""
763903700282,"ООО ""СКОРОЕД"""
7672252497,"ООО ""Магдалена"""
6758399875,"ООО ""Антикорсервисинвест"""
6758382110,"ООО ""Востоктехмонтаж"""
6758144228,Демченко Валентина Ивановна
6758124422,"ООО ""Мерэкс"""
7670039396,МКОУ ХМР Сеш с. Кышик
6758147807,"ООО ""ГИС"""
6758173148,"ООО ТД ""Кристалл - Екатеринбург"""
6758205921,"ОАО ""БАРНАУЛЬСКАЯ ГЕНЕРАЦИЯ"""""
6758102098,ОАО «Барнаульская теплосетевая компания»
6759212791,"ООО ""Тамбурин"""
7674301453,Уральский гуманитарный институт ( УрГИ)
7673189174,Абрамов Алексей Станиславович
7670093192,"ООО ""Элемент-Электро"""
7670339015,"ООО ""МИК ""Интера"""
7660131956,"ООО ""ТЕХНИЧЕСКАЯ КОМПАНИЯ"""
7670209231,"ООО ""Промзона-1"""
6761084628,"ООО ""РК ""ОБОРОНСНАБСБЫТ"""
6606021338,"ЗАО ""РСК ""Уралспецстрой"""
7670264440,"ООО ""Астраханская Экспортная Компания"""
7670278620,"ООО ""РосИнТех"""
7670232569,"ООО Компания ""АЛТРОН"""
7647007014,Абрамова Мария Степановна
7671418213,"ООО ""УралТехИс-С"""
7687021426,"ООО ""Промкомплект"""
7673228793,"ООО ""ПП ""Картонная тара"""
6759047082,"ООО ""Ю пи"""
7672284442,"ООО ""Юмакс-Север"""
7687036990,"ООО ""Производственная фирма ""МВЛ"""
6761082684,"ООО ""Компания ""Градис"""
7671179332,"ООО ""Полис"""
7674222233,"ООО ТЭК ""ДАВ-Транс"""
766006075199,"ООО ""АГЕНТСТВО ""ВЭП"""
7670392636,"ООО ""Свердловское монтажно-наладочное управление"""
6759140346,"ООО ""НПП ""Поток"""
7678007639,МБДОУ - детский сад компенсирующего вида № 548
764607037897,"ООО ""Теплостройкомплекс"""
7672307844,Дернов Митрофан Аристархович
7671161303,"ООО ""Трианон ЕК"""
7674372849,Дерябин Махмуд Владиславович
6758218570,"ООО ""Завод технического эмалирования"""
7671329933,"ФГУП ""Свердловское ПрОП"" Минтруда России"
7639021761,ДШИ им. А. А. Пантыкина
7679010183,"ООО ""Муркофф"""
6763067536,"ООО ""Мурркофф"""
6759118037,Дерягин Аристофан Валерьянович
7673239153,"ООО ""Садовник"""
7660003175,МБОУ ДОД ДДТ Ленинского района
6763058045,"НО ТСЖ ""АГАТ-16"""
7687007079,"МБУ ""Форпост"""
7672247567,"ООО ""КОРЛОФФ."""
6762085470,"ООО ""РЕЙЛ КАРГО ЛОГИСТИКС - РУС"""
7687014330,"ООО ""Группа Мост"""
7687014323,Детков Митрофан Асланбекович
7687022807,"ООО ""Уралспецгеология"""
7687014348,Джаббаров Парвиз ШЯнали_Оглы
7670108708,"ООО ""МИО"""
6608000679,"ООО ""Комплекс-ЧС"""
7687016810,"ООО ""А-Финанс"""
6761057737,"ООО ""АК Репина 103"""
7671397394,"ООО ""Мит-Сервис"""
7671290751,"ООО ""Интеграл"""
6758300999,"ООО ""Фаворит"""
6758415855,"ООО ""НПП ""ДрагМетУрал"""
767110589470,Димова Анастасия Сергеевна
7671376796,"ООО ""Чинавэй"""
7687028478,"ООО Фабрика ""Фэн Шен"""
7672299463,"ООО ""Аврора"""
7672299304,"ООО ""Хэн Шен"""
7670388196,"ЗАО ""БСТ"""
7678003759,"ООО ""Уралэнерго"""
7674315752,"ООО ""Провиант"""
7670325855,"ООО ""СК-ПРОФИ"""
767408244000,"ООО ""Объединение ""ИДИЛЛИЯ"""
7674303115,Дмитриев Аристофан Алексеевич
7617019073,Дмитриев Степан Анатольевич
6759110292,"ООО ""ШПП Эспас"""
6758188264,"ООО ПКФ ""Интерьер"""
6601016260,"ООО ""СБМ-Урал"""
7679022816,"ООО ""Пекарь Девелопмент"""
7673204721,"ООО ""ТД Автомолл"""
7671209570,"ЗАО ""ЛТС"""
6761089104,"ООО""ХИМИМПОРТ"""
7203217114,"ООО ""Региондомострой"""
6759153641,"ООО ""БЮрО"""
7686029837,"ОАО ""СО ЕЭС"""
6758026827,"ООО ""Дагаз"""
7672292002,Дмитриева Мария Степановна
6606013640,Дмитриева Милена Геннадьевна
6606015817,МБДОУ детский сад № 188
6758234048,Дмитриева Милена Николаевна
6759113906,Дмитриева Алевтина Федоровна
767305761568,МКОУ Сеш № 19
767410960315,"ООО ТК ""Урал Галант"""
7674361357,"ООО ""Технополис"""
7670179805,"ООО ""САТУРН-АВТО"""
7678028928,"ООО АВТешКОЛА ""САТУРН-АВТО"""
7671428187,Добрыгин Митрофан Семенович
7679022862,"ФГКУ комбинат ""Новатор"" Росрезерва"
6759147620,"ООО ""ПГ СоюзПрофиль"""
7660124733,"ООО ""Профиль"""
7670070495,"ООО ""ПрессИндекс"""
7670138615,"ООО ""Компания Сайтсофт"""
7674162190,"ООО ""СТРЕЛЕЦ"""
7451267352,"ООО ""Квадро Лтд"""
766009679135,"ООО ""Гуд-Вуд"""
7671207981,"ООО ""ГУФУР"""
6759115780,"ООО ""УТГ"""
7679021259,"ООО ""Ритейл Плюс"""
767351831273,"ППО Росхимпрофсоюза ОАО ""Уральский завод РТИ"""
6758071107,"ФКУ ""ЦХиСО ГУ МВД России по Свердловской области"""
