Имя Отчество Фамилия,Возраст
Василий Аристархович Сисин,23
Василий Олегович Ситдиков,45
Митрофан Викторович Ситников,24
Алевтина Евгеньевна Ситникова,59
Юрий Геннадьевич Ситов,84
Василий Алексеевич Сиухин,31
Митрофан Асланбекович Скажутин,61
Митрофан Аристархович Скаредин,43
Степан Аристархович Скворцов,73
Лариса Борисовна Скворцова,49
Степан Асланбекович Скибин,78
Петр Аристархович Склюев,77
Анна Владиславовна Склюева,85
